2.081250000000000000e+01,-2.068750000000000000e+01
2.093750000000000000e+01,-2.493750000000000000e+01
2.218750000000000000e+01,-2.293750000000000000e+01
2.243750000000000000e+01,-2.931250000000000000e+01
2.331250000000000000e+01,-2.693750000000000000e+01
2.331250000000000000e+01,-2.681250000000000000e+01
2.431250000000000000e+01,-2.193750000000000000e+01
2.568750000000000000e+01,-2.418750000000000000e+01
2.618750000000000000e+01,-2.106250000000000000e+01
2.631250000000000000e+01,-2.781250000000000000e+01
2.806250000000000000e+01,-2.731250000000000000e+01
2.806250000000000000e+01,-2.718750000000000000e+01
2.956250000000000000e+01,-2.143750000000000000e+01
2.968750000000000000e+01,-2.131250000000000000e+01
3.093750000000000000e+01,-2.968750000000000000e+01
3.168750000000000000e+01,-2.106250000000000000e+01
3.243750000000000000e+01,-2.456250000000000000e+01
3.543750000000000000e+01,-2.943750000000000000e+01
3.543750000000000000e+01,-2.281250000000000000e+01
3.718750000000000000e+01,-2.718750000000000000e+01
3.718750000000000000e+01,-2.618750000000000000e+01
3.731250000000000000e+01,-2.043750000000000000e+01
3.768750000000000000e+01,-2.981250000000000000e+01
3.881250000000000000e+01,-2.268750000000000000e+01
4.043750000000000000e+01,-2.143750000000000000e+01
4.068750000000000000e+01,-2.943750000000000000e+01
4.093750000000000000e+01,-2.056250000000000000e+01
4.118750000000000000e+01,-2.643750000000000000e+01
4.118750000000000000e+01,-2.631250000000000000e+01
4.131250000000000000e+01,-2.131250000000000000e+01
4.168750000000000000e+01,-2.806250000000000000e+01
4.168750000000000000e+01,-2.531250000000000000e+01
4.231250000000000000e+01,-2.256250000000000000e+01
4.231250000000000000e+01,-2.243750000000000000e+01
4.381250000000000000e+01,-2.868750000000000000e+01
4.418750000000000000e+01,-2.793750000000000000e+01
4.468750000000000000e+01,-2.393750000000000000e+01
4.481250000000000000e+01,-2.393750000000000000e+01
4.506250000000000000e+01,-2.168750000000000000e+01
4.681250000000000000e+01,-2.856250000000000000e+01
4.681250000000000000e+01,-2.843750000000000000e+01
4.693750000000000000e+01,-2.181250000000000000e+01
4.756250000000000000e+01,-2.706250000000000000e+01
4.756250000000000000e+01,-2.693750000000000000e+01
4.868750000000000000e+01,-2.656250000000000000e+01
5.093750000000000000e+01,-2.506250000000000000e+01
5.106250000000000000e+01,-2.156250000000000000e+01
5.143750000000000000e+01,-2.243750000000000000e+01
5.231250000000000000e+01,-2.506250000000000000e+01
5.256250000000000000e+01,-2.768750000000000000e+01
5.406250000000000000e+01,-2.606250000000000000e+01
5.406250000000000000e+01,-2.593750000000000000e+01
5.418750000000000000e+01,-2.906250000000000000e+01
5.493750000000000000e+01,-2.331250000000000000e+01
5.581250000000000000e+01,-2.806250000000000000e+01
5.581250000000000000e+01,-2.418750000000000000e+01
5.606250000000000000e+01,-2.931250000000000000e+01
5.706250000000000000e+01,-2.693750000000000000e+01
5.718750000000000000e+01,-2.856250000000000000e+01
5.843750000000000000e+01,-2.893750000000000000e+01
5.843750000000000000e+01,-2.706250000000000000e+01
5.868750000000000000e+01,-2.656250000000000000e+01
5.906250000000000000e+01,-2.668750000000000000e+01
